Genes;ProteinAccessions;ProteinDescriptions;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04;log2 eat2_d1_01;log2 eat2_d1_02;log2 eat2_d1_03;log2 eat2_d1_04; -Log.p.value;Student's T-test q-value daf2_d1_eat2_d1;log2FC;Student's T-test Test statistic daf2_d1_eat2_d1;Sign p-val: 0.05 
CELE_D1086,9;G5ED64;Uncharacterized protein;15,4131;14,2919;14,2743;14,1578;10,7056;10,2425;10,4293;10,6432;4,87052;0;4,02915;12,879;+
klp-7;"G5ED75;Q9XU12";Kinesin-like protein;13,4608;13,778;13,6913;13,8707;14,3498;13,7147;13,9972;13,6205;0,551454;0,231306;-0,220352;-1,1848;
eea-1;"G5ED80;Q5FC45";"EEA1;EEA1 (Early Endosome Antigen, Rab effector) homolog";13,7229;13,4567;13,2539;13,532;13,4129;13,2302;13,7096;13,27;0,238314;0,510732;0,0857027;0,588475;
C09G4,4;G5ED81;C09G4,4 protein;11,0717;10,6603;10,7698;10,5641;13,6202;13,6333;12,4554;12,2182;2,8842;0,00178161;-2,21529;-5,66118;+
3A339;G5ED94;3A339;13,2088;12,9267;13,5724;13,5374;12,5933;10,3317;11,7669;11,4533;1,94796;0,00961389;1,775;3,60688;+
yars-1;G5ED95;Tyrosine--tRNA ligase;15,2231;15,1775;15,2706;15,0548;15,6978;15,8799;15,6277;15,8688;3,54447;0,000790244;-0,587035;-7,52428;+
hcp-4;G5EDA3;CENP-C-like protein HCP-4;12,9002;13,1189;13,0484;13,4224;12,34;12,2006;12,1516;12,027;3,50223;0,000765957;0,94268;7,39209;+
C06H5,6;G5EDA7;Uncharacterized protein;13,9974;14,1105;14,036;14,1941;14,2324;13,6979;14,4435;13,9525;0,00584869;0,983988;0,0029428;0,0174765;
CELE_Y45F10B,13;"G5EDA8;G5EGA2";Uncharacterized protein;16,1178;15,8141;15,8428;15,6566;15,3492;15,5871;15,0932;15,7261;1,32096;0,038653;0,418915;2,48074;+
madd-3;G5EDB2;Uncharacterized protein;13,1854;13,4264;13,5263;13,4806;11,9512;13,2423;13,5847;12,0199;0,828903;0,118272;0,70515;1,65852;
ppgn-1;G5EDB6;ParaPleGiN AAA protease family;12,9953;13,4222;12,9077;14,0168;13,4084;13,0274;13,0128;13,5463;0,111983;0,72634;0,086755;0,302188;
unc-25;G5EDB7;Glutamic acid decarboxylase;14,7373;14,2922;14,8749;14,0239;14,0357;14,3208;14,4433;14,3883;0,370397;0,364333;0,185022;0,853399;
vha-4;G5EDB8;VHA-4;16,004;15,8698;15,5916;15,8484;17,0404;16,0836;16,2052;16,296;1,32448;0,0384608;-0,57784;-2,48672;+
arl-8;G5EDC6;ARF-Like;16,5312;15,9262;16,0851;15,4522;14,9256;15,1377;15,1408;15,3307;1,96596;0,00927774;0,864965;3,64151;+
tba-4;G5EDD4;Tubulin alpha chain;17,4196;16,8435;17,244;16,5205;16,4235;16,111;16,3547;15,9866;1,88046;0,0112175;0,787935;3,47837;+
skr-2;G5EDD8;SKR-2;15,3161;14,6904;14,5953;15,0757;15,6676;14,7722;14,8245;15,1895;0,306354;0,430816;-0,194057;-0,728219;
hpl-2;G5EDE2;Chromo-domain protein;15,7789;14,9754;14,8861;14,6899;13,7465;13,6772;13,654;12,6135;2,42949;0,00344936;1,65974;4,5929;+
CELE_W08E3,2;G5EDE4;Uncharacterized protein;14,2645;13,8668;13,9658;13,7867;13,8679;13,4577;13,4984;13,7317;1,22908;0,0471615;0,33203;2,32542;+
tpxl-1;G5EDE7;TPX2 (Targeting Protein for Xenopus Klp2)-Like;15,8093;15,4941;15,7841;15,6227;14,8242;14,1821;14,2703;14,5471;3,535;0,000782609;1,22162;7,49449;+
ile-1;G5EDE8;ERGIC-53-like protein;16,4776;16,3268;16,3858;16,3276;16,2101;16,5679;16,4923;16,3907;0,161837;0,630998;-0,0358;-0,420289;
tufm-2;G5EDF5;Mitochondrial elongation factor Tu homologue;13,5441;13,4936;13,2555;13,4079;14,0968;13,4579;13,9014;13,7851;1,39074;0,0326638;-0,385;-2,59988;+
sek-1;G5EDF7;Dual specificity mitogen-activated protein kinase kinase sek-1;12,1934;12,3021;11,8172;10,9258;13,3396;13,1765;12,9886;13,494;2,3189;0,00457774;-1,44007;-4,35463;+
M03C11,8;G5EDG2;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog;13,7997;13,4189;13,0436;13,5536;14,0608;13,0482;13,5299;13,2493;0,0228011;0,938465;-0,0180924;-0,0668764;
col-117;G5EDG6;COLlagen;18,6485;17,3644;18,6262;17,7381;17,69;18,0363;17,1443;17,8914;0,487355;0,269307;0,403847;1,07046;
fmo-4;G5EDG8;Flavin-containing monooxygenase;12,4631;11,6495;10,8248;11,3972;13,9857;12,8226;13,4253;12,9045;2,10841;0,00702669;-1,70087;-3,92124;+
hex-3;G5EDG9;HEXosaminidase;13,6425;13,1087;13,09;13,0682;14,7039;13,5865;14,6626;12,4813;0,536643;0,239325;-0,631288;-1,15861;
vha-7;G5EDH1;V-type proton ATPase subunit a;13,9136;12,8351;12,6847;13,5704;13,8613;12,9667;13,1237;13,4309;0,0980633;0,755166;-0,0946748;-0,267723;
CELE_T11F9,12;G5EDH2;Uncharacterized protein;14,788;14,834;14,9655;14,6006;14,9212;14,3481;14,6392;15,041;0,130271;0,68865;0,0596323;0,346427;
C14H10,2;"G5EDI1;Q0G832";Uncharacterized protein;13,6388;12,105;12,315;12,6309;11,5779;10,9868;11,0529;11,4718;2,03597;0,00793764;1,40009;3,7777;+
CELE_Y20C6A,1;"G5EDI6;G5EFW4";Uncharacterized protein;10,957;10,6887;10,793;10,6538;10,7002;10,1489;10,0563;10,5254;1,3231;0,0385897;0,415409;2,48438;+
ent-1;G5EDJ3;Equilibrative Nucleoside Transporter;15,2291;14,8778;14,6264;14,9032;14,5734;14,5435;14,404;14,6948;1,38371;0,0330892;0,355225;2,58782;+
asc-1;G5EDK1;ASC-1;15,2932;14,889;14,6828;14,0229;13,459;14,3392;13,1156;13,217;1,6716;0,0182735;1,18928;3,09318;+
air-1;G5EDL3;Aurora/Ipl1 Related kinase;14,1689;13,2956;13,9124;13,5487;13,3529;13,1494;13,399;13,6933;0,728692;0,150889;0,332783;1,49015;
rilp-1;"G5EDL7;G5EFB9";RILP (Rab7-Interacting Lysosomal Protein) homolog;13,2108;12,8258;12,8825;12,5294;11,6773;12,3267;11,9528;12,731;1,37527;0,0339885;0,690153;2,57337;+
nrfl-1;"G5EDM4;X5LVA5";NHERF (Mammalian Na/H Exchange Regulatory Factor) Like;16,6378;16,59;16,9141;16,5062;17,4906;16,8587;16,9371;17,1448;1,4358;0,0291658;-0,445775;-2,67745;+
cnb-1;"G5EDN6;H9G2Y1";"Protein phosphatase 2B regulatory subunit cnb-1;CalciNeurin B";15,9236;15,4845;15,247;15,6016;15,2757;15,0058;14,3319;15,3561;1,09658;0,06325;0,571803;2,10375;
CELE_Y32F6A,5;G5EDP0;Uncharacterized protein;17,8116;17,6628;17,8072;17,41;15,3671;15,5369;16,1094;17,1182;2,16623;0,00633115;1,64;4,03778;+
daf-22;G5EDP2;Non-specific lipid-transfer protein-like 2;17,7428;17,4798;17,4887;16,901;17,4197;17,4147;17,3669;17,4937;0,0398871;0,894648;-0,0206923;-0,114933;
fmo-1;G5EDP6;Flavin-containing monooxygenase;12,4699;12,5158;12,8291;13,0375;14,1947;14,0329;13,4802;13,8787;2,9429;0,00161446;-1,18353;-5,81063;+
clh-1;"G5EDQ0;Q22833";Chloride channel protein;14,35;14,2762;14,3658;14,1628;14,3683;14,1715;14,0272;14,4288;0,146769;0,657865;0,0397177;0,385402;
hmg-12;G5EDQ2;HMG;16,5708;16,3624;16,4432;16,2587;15,7247;15,2903;15,7418;15,5987;3,24784;0,000853846;0,819897;6,63557;+
cle-1;G5EDQ4;CLE-1C protein;16,8677;16,6306;16,7701;16,8423;16,2585;16,7309;16,539;16,325;1,40408;0,0314971;0,314335;2,62279;+
CELE_Y66A7A,7;G5EDQ7;Uncharacterized protein;12,9048;13,1537;13,5824;14,1367;13,8628;12,8749;12,8591;13,3018;0,249872;0,496709;0,21975;0,612789;
sur-6;G5EDR3;Serine/threonine-protein phosphatase 2A regulatory subunit sur-6;15,833;15,842;16,0166;15,1867;15,5277;15,3707;15,4179;15,6744;0,526151;0,24519;0,221897;1,13998;
pod-1;"G5EDS2;K8F7Z0";"POD-1;Uncharacterized protein";15,7697;15,8314;15,8196;15,3193;15,9151;15,6145;15,5634;15,9013;0,158912;0,636689;-0,0636001;-0,413566;
exos-7;G5EDS8;EXOSome (Multiexonuclease complex) component;13,482;13,3855;13,1895;13,5905;13,3436;13,2626;13,4378;13,8063;0,129478;0,689872;-0,0507026;-0,344531;
lin-35;G5EDT1;Synthetic multivulva protein LIN-35 Rb;10,9489;10,7447;10,7985;10,7383;15,0889;13,8447;14,8599;14,5533;5,03487;0;-3,77909;-13,7431;+
CELE_T01D3,6;"G5EDT4;G5EEP7";Uncharacterized protein;15,9504;16,0347;15,9458;16,0498;16,2731;15,9251;16,2753;16,2038;1,02871;0,073387;-0,17416;-1,99087;
ubr-5;G5EDT9;UBR E3 ubiquitin ligase homolog;13,4336;16,8866;16,817;18,7337;14,269;12,1959;13,3276;13,8523;1,36983;0,0343684;3,05653;2,56407;+
pld-1;G5EDU3;PhosphoLipase D;13,1677;13,0331;13,3447;12,7142;13,3072;12,4143;12,4501;13,165;0,372296;0,362782;0,230737;0,857032;
cyk-3;"G5EDU8;Q8WT44";CYtoKinesis defect;11,8283;11,8979;11,2947;12,1902;13,0902;12,719;13,8135;12,4966;1,92931;0,00985226;-1,22706;-3,57116;+
CELE_E01G4,6;G5EDV0;Uncharacterized protein;18,6032;18,2755;18,3823;18,3504;17,5509;17,5213;17,3624;17,7283;3,80394;0,000504505;0,862126;8,38074;+
cey-4;G5EDV3;C, Elegans Y-box;19,0232;18,9485;19,1152;18,8351;18,2477;18,8428;18,65;18,5261;1,61824;0,02004;0,413855;2,99751;+
istr-1;G5EDV6;Increased Sodium Tolerance Related;15,6194;15,5772;15,6282;15,2476;16,1659;15,515;15,8295;16,014;1,1388;0,0568177;-0,36301;-2,17416;
CELE_Y53H1B,2;G5EDV7;Uncharacterized protein;16,4894;16,1839;16,0893;16,3028;15,1508;15,1259;14,8575;14,6488;3,97151;0,00018705;1,3206;8,97732;+
adbp-1;G5EDW1;2L737;15,3861;15,5332;15,3466;15,4622;14,7973;14,6881;14,2188;14,2492;3,0592;0,00116;0,943685;6,1154;+
CELE_VF13D12L,3;G5EDW8;Uncharacterized protein;16,8951;16,6561;17,0277;16,923;17,4879;17,1552;17,0701;17,5246;1,68279;0,0178413;-0,433968;-3,11339;+
fbxa-101;G5EDX9;F-box A protein;11,0246;10,6;10,6926;10,8084;12,5152;11,2441;12,1018;12,3963;2,27398;0,00512811;-1,28295;-4,25998;+
wars-1;G5EDY2;Tryptophanyl(W) Amino-acyl tRNA Synthetase;16,2522;16,0483;16,137;16,2312;16,1961;16,1373;15,9373;16,2952;0,10667;0,737207;0,0256801;0,289115;
skr-7;G5EDY3;SKR-7;16,5515;16,4552;16,2935;16,4392;15,7759;15,1002;15,0589;15,5947;2,87464;0,00187767;1,0524;5,63709;+
drp-1;"G5EDY8;Q8WQC9";Dynamin-Related Protein;14,5147;14,6163;14,3642;14,0354;14,3953;14,889;14,8887;14,6435;0,94707;0,0886645;-0,321453;-1,85527;
umps-1;G5EDZ2;Uridine 5'-monophosphate synthase;16,3899;16,1273;16,1029;15,7783;16,3399;15,8598;16,0901;16,2145;0,0578472;0,848381;-0,0264895;-0,163767;
unc-43;"G5EDZ5;O62305";"Uncharacterized protein;Calcium/calmodulin-dependent protein kinase type II";16,1852;16,0793;16,2055;16,0678;15,5059;15,9559;15,6871;15,875;1,91743;0,0103622;0,378453;3,54849;+
C01B4,7;G5EDZ6;Uncharacterized protein;11,1432;10,6763;10,7405;10,8274;13,6325;13,6954;12,6139;13,73;3,9577;0,000182456;-2,5711;-8,92678;+
cdr-4;G5EDZ7;CaDmium Responsive;17,0055;16,6746;16,2215;16,7432;16,2426;16,6269;16,3849;16,8973;0,228325;0,524398;0,123248;0,56725;
cpi-1;G5EDZ9;Cystatin;18,6494;18,2376;18,2884;18,4941;17,0689;16,5459;16,7019;16,7333;4,55792;0;1,65487;11,3742;+
daf-18;G5EE01;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase daf-18;13,4678;13,488;13,6805;13,5149;13,5554;13,3713;13,4337;13,59;0,297402;0,441057;0,0501351;0,710269;
hip-1;G5EE04;Hsp-70 Interacting Protein homolog;19,6625;19,5533;19,6102;19,4453;18,8262;18,7252;18,5429;18,8175;4,34006;0;0,839893;10,4234;+
ccr-4;"G5EE09;Q8I4B4;Q9U1P4";CCR (Yeast CCR4/NOT complex component) homolog;13,5055;14,1795;13,8064;14,0655;14,393;14,2601;14,2218;14,4126;1,47885;0,026571;-0,432645;-2,75206;+
CELE_F39H2,3;G5EE11;Uncharacterized protein;16,0751;16,0866;16,015;15,8438;16,1134;16,2309;16,0379;16,1403;0,929307;0,0924826;-0,12551;-1,82576;
cash-1;G5EE12;CKA And Striatin Homolog;15,2236;15,0759;15,1559;15,024;15,2036;14,1707;15,1063;15,3646;0,235253;0,514643;0,158553;0,581992;
ptr-23;G5EE13;PaTched Related family;14,1796;12,9466;13,5233;14,0447;13,3205;14,5341;13,7081;13,9041;0,20223;0,565144;-0,193117;-0,510813;
cua-1;G5EE14;CU (Copper) ATPase;12,6243;12,2642;13,131;12,8569;14,1031;13,3872;13,619;13,6515;2,19649;0,00594992;-0,971108;-4,09953;+
C44H4,4;G5EE16;Uncharacterized protein;14,171;13,9017;14,054;13,791;13,4283;13,0971;13,4537;13,6072;2,28531;0,00499372;0,582818;4,28374;+
CELE_T04F3,1;"G5EE32;G5EGD0";Uncharacterized protein;14,5868;14,3642;14,4171;14,2036;14,4052;13,7752;14,3208;14,1929;0,656125;0,178844;0,219405;1,36663;
CELE_W04E12,7;G5EE34;Uncharacterized protein;13,1924;13,3979;12,5238;12,6739;13,7443;11,6578;13,6854;13,1867;0,0830803;0,787896;-0,121568;-0,229794;
hsp-12,6;G5EE36;Heat Shock Protein;16,559;16,3912;16,6001;16,3442;12,3316;12,6928;14,608;12,8225;3,2191;0,000831461;3,35988;6,55417;+
icp-1;G5EE37;InCenP homolog;14,7338;14,3766;14,1377;14,2064;13,7607;13,2681;13,3683;13,6022;2,59761;0,00296497;0,863812;4,97045;+
srp-1;G5EE40;SeRPin;14,635;14,5961;14,5658;14,9328;13,6672;14,235;13,6179;13,7804;2,7036;0,00245432;0,857327;5,21865;+
cuc-1;G5EE41;CU (Copper) Chaperonin;16,9282;16,8675;17,0433;16,7582;16,7822;16,4571;16,1913;16,512;1,65593;0,0186167;0,413647;3,06499;+
CELE_ZK1098,11;G5EE42;Uncharacterized protein;16,9188;16,9039;16,436;16,6217;16,5639;15,5322;16,0872;16,319;1,26336;0,0433124;0,594497;2,38319;+
CELE_F54D5,12;G5EE46;Uncharacterized protein;16,355;16,0959;16,137;16,1106;16,3356;16,2306;16,15;16,3064;0,504142;0,258737;-0,0810051;-1,10067;
ttr-50;G5EE48;TransThyretin-Related family domain;18,7922;18,8028;18,8093;18,6957;17,1397;16,1978;16,5146;16,7913;4,34783;0;2,11414;10,4559;+
src-1;G5EE56;Tyrosine protein-kinase src-1;11,0402;10,5639;10,5526;10,8357;10,7094;10,2784;10,3947;10,6014;0,825112;0,11912;0,252128;1,65218;
CELE_F12F6,1;G5EE62;Uncharacterized protein;13,4993;13,3967;13,1324;14,0647;14,3455;13,1759;13,6616;13,593;0,219117;0,538085;-0,170715;-0,547505;
skr-3;G5EE67;SKR-3;16,5585;16,3373;16,3667;16,2021;16,3125;16,1202;16,0738;16,2245;1,04502;0,0701899;0,18342;2,01798;
mrp-5;G5EE72;Uncharacterized protein;15,3548;15,6322;15,5888;15,6857;15,7522;15,4892;15,6485;15,8317;0,507851;0,256427;-0,115018;-1,10732;
nud-1;G5EE74;Aspergillus NUclear Division related;16,9239;16,4853;16,9396;16,6227;16,7657;16,7104;16,5396;16,7139;0,193725;0,578121;0,0604897;0,492091;
SRP54;G5EE80;Signal recognition particle 54 kDa protein;14,9647;14,8262;14,7648;14,5631;15,8169;15,4659;15,3929;15,748;3,0901;0,00103754;-0,82626;-6,19839;+
cdr-1;G5EE89;CaDmium Responsive;14,1045;13,5581;13,2704;14,1277;13,8489;15,4518;16,0721;15,6104;1,50914;0,0246078;-1,48063;-2,80488;+
CELE_F09B9,4;G5EE90;Uncharacterized protein;16,5291;16,1068;16,2666;15,9009;14,0091;14,7778;14,4368;14,616;3,75308;0,000635838;1,74088;8,20663;+
slc-25a10;G5EE96;Oxoglutarate/malate carrier protein;17,2602;17,2834;17,3455;16,8483;16,8333;17,0327;17,0362;17,0882;0,719712;0,153859;0,186755;1,47495;
lpr-3;G5EEA2;LiPocalin-Related protein;10,961;10,6384;10,7958;10,6977;12,4108;10,9641;12,6283;11,7816;1,66824;0,0182916;-1,17297;-3,08713;+
nex-1;G5EEA8;Annexin;18,6823;18,8256;18,5529;18,7917;17,2435;18,6251;17,6345;17,892;1,56614;0,0216809;0,864347;2,90504;+
dpy-14;G5EEB6;COLlagen structural;13,3072;13,9478;13,7968;13,3968;13,9757;14,8711;14,7052;14,2571;1,77029;0,014399;-0,840165;-3,27297;+
vab-10;"G5EEC4;G5EFW2";"VAB-10A protein;Uncharacterized protein";17,8848;17,8696;17,7411;17,8281;17,4308;17,9302;17,38;17,3493;1,14965;0,0554734;0,30834;2,19229;
scm-1;G5EED5;Secretory carrier-associated membrane protein;14,6773;14,5756;14,7508;14,6081;14,8857;14,2484;14,2983;14,0766;0,75197;0,143025;0,275675;1,52945;
fut-6;G5EEE1;Alpha-(1,3)-fucosyltransferase fut-6;14,0851;12,6226;12,6446;13,6215;13,712;13,0669;12,9274;13,6109;0,0744851;0,808578;-0,0858443;-0,20762;
elo-1;G5EEE5;Elongation of very long chain fatty acids protein;18,8833;18,7976;18,9335;18,654;19,0743;18,8253;18,8559;18,9289;0,593749;0,208587;-0,103987;-1,2589;
spas-1;"G5EEF8;Q8MNV0";"SPAStin (Human neurodegeneration-associated AAA ATPase) related;Probable spastin homolog spas-1";13,5921;14,1412;13,6104;13,2789;14,7532;13,2428;13,8022;14,5741;0,510167;0,255222;-0,437417;-1,11146;
mce-1;G5EEG4;Methylmalonyl-CoA Epimerase;18,3459;18,2081;18,3224;18,1564;17,0742;17,2276;16,9902;17,0988;5,62937;0;1,16052;17,3525;+
CELE_T09F3,2;G5EEG6;Carrier protein (C2);15,971;15,9108;16,0824;15,8956;15,5887;14,8528;14,6828;15,1304;2,36582;0,00423597;0,901264;4,45478;+
smu-1;G5EEG7;SMU-1;13,5762;13,3104;13,2982;13,3859;14,5919;13,9418;13,0157;13,4884;0,488747;0,268337;-0,366782;-1,07298;
frm-1;G5EEG8;FERM domain (Protein4,1-ezrin-radixin-moesin) family;16,5842;16,5252;16,4932;16,0968;16,1664;16,4931;15,9515;16,5438;0,323328;0,411738;0,136163;0,761929;
ivd-1;G5EEH6;IsoValeryl-CoA Dehydrogenase;17,6961;16,7429;16,6614;17,1359;16,818;16,7029;16,898;16,8172;0,472424;0,280008;0,25005;1,04342;
npp-10;G5EEH9;Nuclear pore complex protein Nup98-Nup96;15,7238;15,7345;15,7265;15,7032;16,2019;16,0506;15,8689;16,1741;2,44305;0,00343769;-0,351905;-4,62263;+
asp-1;G5EEI4;ASpartyl Protease;19,3785;19,1611;19,4709;19,3375;19,4904;18,6348;19,3905;18,9881;0,459587;0,290473;0,211047;1,02003;
chp-1;G5EEI8;CHORD Protein;14,0361;13,8085;14,3221;14,2122;15,254;14,3456;14,9523;14,4944;1,51406;0,024278;-0,666842;-2,81348;+
CELE_K11D9,3;G5EEI9;Uncharacterized protein;14,2291;12,9712;13,6842;13,2548;12,5696;13,4533;13,7531;12,8172;0,446994;0,300356;0,38653;0,996957;
msd-2;G5EEJ7;Major Sperm protein Domain containing;18,7066;18,4535;18,7433;17,896;18,2619;18,4555;18,2815;18,488;0,145568;0,659477;0,078063;0,382594;
aqp-4;G5EEK0;AQuaPorin or aquaglyceroporin related;14,2758;15,044;16,0809;16,3792;14,3893;14,1032;13,734;14,511;1,30597;0,039932;1,26055;2,45528;+
golg-4;G5EEK2;GOLGi associated coiled-coil protein homolog;14,544;14,155;14,2366;14,1702;14,0718;14,3533;13,5301;14,1633;0,584597;0,213507;0,246803;1,24294;
sca-1;G5EEK8;Calcium-transporting ATPase;19,7143;19,6043;19,6358;19,6215;19,6783;19,0917;19,3034;19,571;0,871216;0,106651;0,232862;1,72912;
vha-5;G5EEK9;V-type proton ATPase subunit a;17,3066;17,1601;17,006;17,2708;17,5408;17,3067;17,0732;17,1971;0,331777;0,402878;-0,0935278;-0,778558;
alp-1;G5EEL1;ALP/Enigma encoding;17,7313;17,6119;17,6044;17,4323;16,852;16,9998;16,8868;17,1768;3,18111;0,000924771;0,616148;6,44779;+
plrg-1;G5EEL2;PLeiotropic ReGulator (Vertebrate) homolog;15,3824;14,5811;14,6752;14,369;15,004;14,7199;14,3149;14,8059;0,0545074;0,857168;0,04074;0,154808;
hmg-11;G5EEL9;HMG;18,8809;18,444;18,237;18,3549;17,3602;16,5971;17,157;17,2976;3,07469;0,001086;1,37625;6,1569;+
gmn-1;G5EEM1;GeMiNin homolog;13,0163;12,1622;12,1799;12,3128;10,5854;10,26;10,0331;10,4953;3,90598;0,000169935;2,07435;8,73975;+
clec-248;G5EEM2;C-type LECtin;17,3754;17,5583;17,4398;17,4219;12,8122;12,9547;12,9343;12,9091;9,91854;0;4,54629;90,7477;+
zyg-9;G5EEM5;Zygote defective protein 9;14,7049;14,2711;14,5851;14,6037;15,4903;15,0586;15,4867;15,144;2,66573;0,0025114;-0,753698;-5,12902;+
tap-1;G5EEM6;TGF-beta-activated kinase 1 and MAP3K7-binding protein 1;14,0642;13,0689;13,1922;14,5385;13,9127;12,6601;13,1083;13,6191;0,380085;0,355785;0,390877;0,871891;
fars-2;G5EEN1;Phenylalanyl Amino-acyl tRNA Synthetase;15,7666;15,7013;15,4907;14,6121;15,3864;15,5045;15,1916;15,1014;0,128792;0,691265;0,0967021;0,342891;
gck-3;G5EEN4;Germinal center kinase 3;14,9398;14,4395;14,8008;15,2821;14,8668;15,3331;14,9736;15,0734;0,435838;0,309471;-0,196155;-0,976401;
CELE_Y39A1A,3;G5EEN7;Uncharacterized protein;14,1803;14,0946;14,3372;14,1934;14,3427;14,7894;14,6006;14,7389;2,00643;0,00839392;-0,416535;-3,71995;+
CELE_F41E7,9;G5EEQ1;Uncharacterized protein;16,2144;15,9046;16,2143;14,7562;18,4184;17,6416;17,5184;18,056;2,73966;0,00218926;-2,13621;-5,30498;+
nkcc-1;"G5EEQ4;G5EFE5;H8ESD4;H8ESD5;L8E912";Na-K-Cl Cotransporter homolog;14,0428;13,4752;13,7785;13,5022;13,639;12,3613;13,1449;13,9782;0,512313;0,253853;0,4188;1,1153;
sftb-1;G5EEQ8;Splicing Factor ThreeB (3b) Subunit homolog;15,3461;15,0449;15,2641;15,1344;15,0698;14,8007;14,7943;14,9409;1,70786;0,0167682;0,29595;3,15881;+
ger-1;G5EER4;GDP-L-fucose synthase;14,4764;14,5377;14,8658;15,2831;15,5845;14,898;15,3876;15,3504;1,14677;0,0557356;-0,51438;-2,18748;
alg-1;"G5EES3;G5EGR6";Protein argonaute;14,8727;14,51;14,7013;14,7026;15,788;14,6233;15,3384;15,3295;1,19986;0,0503264;-0,57313;-2,27634;
ufd-3;"G5EES6;G5EFK5";Ubiquitin Fusion Degradation (Yeast UFD homolog);15,0498;14,3924;14,3352;14,7498;15,6251;15,0677;15,1509;15,245;1,66929;0,0182781;-0,64036;-3,08902;+
nspd-5;G5EES8;Nematode Specific Peptide family, group D;15,8302;16,0118;15,569;15,4131;14,2376;12,8052;13,4492;13,5821;3,29895;0,000777328;2,18751;6,78231;+
txl-1;G5EES9;ThioredoXin-Like;15,8275;16,0674;15,5638;16,0609;15,1248;15,4915;16,056;15,4367;0,763959;0,139146;0,352695;1,54964;
dut-1;G5EET2;DeoxyUTPase;14,9562;15,1302;15,1743;15,3377;15,0383;14,6425;14,5638;15,1197;0,99221;0,080324;0,30854;1,93024;
cdr-6;G5EET3;CaDmium Responsive;15,7619;15,5873;15,6126;15,329;16,0262;15,5867;15,4224;15,8109;0,379492;0,356111;-0,138833;-0,870761;
hpl-1;G5EET5;HP1 Like (Heterochromatin protein);13,16;12,178;11,9454;11,9519;10,6201;11,8952;10,7968;7,95228;1,18464;0,0518937;1,99274;2,25083;
pud-1,2;G5EET8;Protein Up-regulated in Daf-2(Gf);20,7616;20,6111;20,7318;20,4812;19,9294;19,9572;19,7628;19,4916;3,34392;0,000677824;0,861153;6,91355;+
nbet-1;G5EEU1;BET1;15,018;14,8669;14,7144;14,655;14,8241;14,5305;14,876;14,7459;0,254804;0,49066;0,0694325;0,623086;
pud-3;G5EEV5;5C820;18,1744;17,7673;17,964;17,8941;17,6877;16,8529;17,0773;16,6747;1,99883;0,00849532;0,876812;3,70516;+
C18B12,6;G5EEW1;Uncharacterized protein;11,0365;10,7123;10,6591;10,7041;13,6599;13,4494;12,604;12,8715;3,99973;0,000193309;-2,36816;-9,08136;+
CELE_F54E12,2;G5EEW5;Uncharacterized protein;11,9559;11,5341;10,9837;11,5945;12,0175;12,6923;10,5574;10,7876;0,00204339;0,994122;0,00334382;0,00613229;
sig-7;G5EEW6;Peptidyl-prolyl cis-trans isomerase sig-7;12,9021;12,2757;13,0312;12,783;13,287;13,2704;13,7958;13,1217;1,50875;0,024595;-0,620732;-2,8042;+
asd-1;"G5EEW7;M1ZJT7;Q86G94";"RNA-binding protein ASD-1;Uncharacterized protein;Uncharacterized protein";12,0712;13,1619;12,5423;12,8126;12,8028;13,0888;13,1679;13,1503;0,825872;0,11899;-0,405471;-1,65345;
pbrm-1;G5EEY5;PolyBRoMo domain containing;13,5132;12,7203;12,809;13,262;11,4549;12,1458;12,3803;15,4477;0,0878152;0,777924;0,21897;0,241878;
CELE_ZK1010,2;G5EEZ0;Uncharacterized protein;14,6755;13,984;13,7949;13,6725;14,612;14,4308;14,0412;13,9725;0,371567;0,363258;-0,232425;-0,855637;
CELE_W09G3,7;G5EEZ1;Uncharacterized protein;13,6993;13,6787;13,532;14,088;13,4825;12,4717;12,7391;13,4921;1,30696;0,0398216;0,70317;2,45697;+
3E324;G5EEZ4;3E324;11,7112;12,4791;12,4091;12,7407;14,433;12,0699;13,9304;14,6665;1,20878;0,0490419;-1,43997;-2,29132;+
tbb-6;G5EF01;Tubulin beta chain;13,1384;13,7192;12,9059;13,0768;14,2322;13,7995;14,0586;14,0251;2,21591;0,00587097;-0,818735;-4,13941;+
CELE_W07E11,1;G5EF05;Uncharacterized protein;17,0183;16,9424;17,0574;16,9333;16,4486;16,7775;16,672;16,4179;2,35877;0,00427324;0,40887;4,43963;+
ncx-1;"G5EF08;Q1RPT9";Na/Ca eXchangers;14,4216;14,5494;13,897;14,4976;14,3191;14,2388;14,4855;13,972;0,185549;0,591818;0,0875146;0,473928;
efl-1;G5EF11;E2F-like (Mammalian transcription factor);12,6722;12,0608;10,7032;11,6698;11,8994;11,8142;12,6414;12,5721;0,435241;0,309821;-0,455281;-0,975298;
5N226;G5EF26;Putative low density lipoprotein receptor associated protein (37,4 kD);14,6124;14,4914;14,7674;14,4783;14,3077;15,0634;13,7292;13,8952;0,50929;0,25572;0,338505;1,10989;
